,Unnamed: 0,id,xcenter,ycenter,aperture_sum_0,aperture_sum_err_0,aperture_sum_1,aperture_sum_err_1,aperture_sum_2,aperture_sum_err_2,aperture_sum_3,aperture_sum_err_3,aperture_sum_4,aperture_sum_err_4,aperture_sum_5,aperture_sum_err_5,aperture_sum_6,aperture_sum_err_6,aperture_sum_7,aperture_sum_err_7,timestamp,filter,skyflux_0,objflux_0,mag_0,mag_err_0,skyflux_1,objflux_1,mag_1,mag_err_1,skyflux_2,objflux_2,mag_2,mag_err_2,skyflux_3,objflux_3,mag_3,mag_err_3,skyflux_4,objflux_4,mag_4,mag_err_4,skyflux_5,objflux_5,mag_5,mag_err_5,skyflux_6,objflux_6,mag_6,mag_err_6,skyflux_7,objflux_7,mag_7,mag_err_7,timestamp2,refmag_0,dmag_0,refmag_1,dmag_1,refmag_2,dmag_2,refmag_3,dmag_3,refmag_4,dmag_4,refmag_5,dmag_5,refmag_6,dmag_6,refmag_7,dmag_7,times,julian,refflux_0,dflux_0,refflux_1,dflux_1,refflux_2,dflux_2,refflux_3,dflux_3,refflux_4,dflux_4,refflux_5,dflux_5,dflux
13673,2,3,1091.249857015716,840.6745112380288,119588.2439187557,394.7746578383589,181437.4048079743,502.2386454879549,210942.7658595378,566.5103563852589,245663.0435045209,639.4266233576539,288472.8814897654,720.8565947565949,339372.4419949614,808.2311904569312,398403.5769808056,899.8494331767992,467116.4206105867,995.5128998301144,2023-11-12T04:17:04.0000,,5430.563503714626,114157.68041504108,12.356237160726485,0.0037607407476952,21722.254014858503,159715.15079311578,11.991634710377848,0.003419741485112,48875.071533431634,162067.69432610617,11.975758865934882,0.0038013745745609,86889.01605943401,158774.0274450869,11.998051347023718,0.0043796612335852,135764.08759286563,152708.7938968998,12.040339882294584,0.0051335062427843,195500.2861337265,143872.1558612349,12.105058121584882,0.006109253137693,266097.6116820167,132305.96529878883,12.19605143567746,0.0073963880341283,347556.06423773605,119560.35637285066,12.306031997829551,0.0090550104684288,2023-11-12 04:17:04,11.768279971107717,0.5879571896187681,11.40378163007612,0.5878530803017288,11.376229222046328,0.5995296438885536,11.381957908767944,0.6160934382557741,11.403363181694672,0.6369767005999112,11.435925350258096,0.6691327713267867,11.484654371775914,0.7113970639015452,11.5456379205745,0.7603940772550519,2023-11-12 04:17:04,2460260.6785185183,196195.03446957548,-82037.3540545344,274465.23840666603,-114750.08761355025,281519.3889553496,-119451.69462924346,280037.91564859246,-121263.88820350557,274571.039124114,-121862.24522721418,266458.67249624344,-122586.51663500853,44526.7693461444
13693,2,3,1091.249857015716,840.6745112380288,122705.75055012674,399.67976347818256,182258.610060008,503.2595384084884,211458.1806582759,567.0786997688459,246384.32732459813,640.1312452455278,288822.91083982366,721.1600145904861,339747.59524392,808.5212417025444,399083.72800545534,900.3217152039819,467382.7761962581,995.6801083601356,2023-11-12T04:17:14.0000,,5430.563503714626,117275.18704641212,12.32698466427092,0.0037062549523839,21722.254014858503,160536.35604514947,11.986066497839449,0.0034091638897379,48875.071533431634,162583.10912484425,11.972311438904576,0.0037931251857477,86889.01605943401,159495.31126516414,11.993130198783408,0.0043646595231076,135764.08759286563,153058.82324695805,12.037854074885376,0.0051239222883724,195500.2861337265,144247.30911019348,12.1022306993213,0.0060955511459823,266097.6116820167,132986.11632343865,12.190484241921606,0.0073624216749291,347556.06423773605,119826.7119585221,12.303615893868225,0.0090364001493795,2023-11-12 04:17:14,11.76397529399672,0.5630093702741998,11.401048231284747,0.5850182665547017,11.373170194016993,0.5991412448875835,11.379506533311297,0.6136236654721117,11.401610988346349,0.636243086539027,11.436680699043118,0.6655500002781825,11.486120683350308,0.7043635585712984,11.549792612496434,0.7538232813717904,2023-11-12 04:17:14,2460260.6786342594,196974.4436062383,-79699.25655982617,275157.0898009352,-114620.73375578571,282313.6795075921,-119730.57038274786,280670.89962673106,-121175.58836156692,275014.5077707253,-121955.68452376724,266273.3611488081,-122026.05203861461,45087.233942538325
13713,2,3,1091.249857015716,840.6745112380288,122417.74655565998,399.2291433895378,182935.0660483148,504.09893248302535,212251.92749057416,567.9528468248594,247122.2036430165,640.8512753390588,289130.8924812702,721.426880707367,339819.7233720162,808.5769966028988,399387.9150109912,900.5328563973261,467743.8893381845,995.906757420226,2023-11-12T04:17:24.0000,,5430.563503714626,116987.18305194537,12.329654290820994,0.0037111902527248,21722.254014858503,161212.81203345623,11.981501116402924,0.0034005212250842,48875.071533431634,163376.85595714254,11.967023664521346,0.0037805154059523,86889.01605943401,160233.18758358256,11.988118819073875,0.0043494470305515,135764.08759286563,153366.80488840456,12.035671575117645,0.0051155250534177,195500.2861337265,144319.4372382897,12.10168793323562,0.0060929248383484,266097.6116820167,133290.30332897446,12.18800360928409,0.0073473422812686,347556.06423773605,120187.82510044843,12.30034880919203,0.0090113004190676,2023-11-12 04:17:24,11.744252351186868,0.5854019396341261,11.397254005810698,0.5842471105922264,11.371679169243798,0.5953444952775477,11.378587199547026,0.6095316195268499,11.39978563298733,0.6358859421303151,11.434912762933788,0.6667751703018325,11.482591291746177,0.7054123175379132,11.540621904901435,0.759726904290595,2023-11-12 04:17:24,2460260.67875,200585.2802210601,-83598.09716911473,276120.3388503894,-114907.52681693318,282701.64285761595,-119324.78690047341,280908.6548994629,-120675.46731588032,275477.2550053636,-122110.45011695905,266707.2950709595,-122387.85783266978,44725.42814848316
13735,2,3,1091.249857015716,840.6745112380288,121087.99639069731,397.1419411659216,182173.2116716724,503.1534714946633,211721.11659624736,567.3684188604881,246323.85521496568,640.0722004426403,288694.65333360434,721.0488510811361,339740.03260764293,808.515396239324,399168.8782755445,900.3808249460603,466826.80866309145,995.3310605006732,2023-11-12T04:17:34.0000,,5430.563503714626,115657.43288698269,12.342066128632649,0.0037342335052514,21722.254014858503,160450.9576568139,11.986644216149632,0.0034102594851493,48875.071533431634,162846.0450628157,11.97055696100464,0.0037889354652289,86889.01605943401,159434.83915553166,11.993541930063792,0.0043659122539856,135764.08759286563,152930.5657407387,12.038764262174226,0.0051274290509071,195500.2861337265,144239.74647391643,12.102287624079985,0.0060958266698649,266097.6116820167,133071.2665935278,12.189789273541296,0.0073581936370962,347556.06423773605,119270.7444253554,12.308665175249072,0.009075339753345,2023-11-12 04:17:34,11.76498174224593,0.5770843863867192,11.40478468991914,0.5818595262304918,11.376035651257672,0.5945213097469679,11.382127068936764,0.6114148611270274,11.403852992349716,0.6349112698245101,11.438994549926589,0.6632930741533958,11.48401069572838,0.7057785778129162,11.542905365190776,0.7657598100582952,2023-11-12 04:17:34,2460260.6788657405,196791.9381986397,-81134.505311657,274211.79016914923,-113760.83251233533,281569.5841942332,-118723.53913141746,279994.2885034384,-120559.44934790675,274447.1992000116,-121516.63345927291,265706.50079991005,-121466.75432599362,45646.53165515931
13756,2,3,1091.249857015716,840.6745112380288,119377.95072941398,394.4415848240762,181643.7946477664,502.4954169849226,211282.9667562064,566.8855572945897,245953.33085938025,639.7102984731797,288654.2694483965,721.0138455323713,339524.2813800845,808.348598477956,399209.3155008896,900.4088935968305,467140.4573318346,995.5279904847972,2023-11-12T04:17:44.0000,,5430.563503714626,113947.38722569936,12.358239071480416,0.0037645024948798,21722.254014858503,159921.54063290788,11.990232587539571,0.0034170741715494,48875.071533431634,162407.89522277476,11.973482154973272,0.0037959241003168,86889.01605943401,159064.31479994624,11.99606810248272,0.00437360793629,135764.08759286563,152890.1818555309,12.039051006921651,0.0051285343996605,195500.2861337265,144023.995246358,12.103912864641446,0.0061036988964309,266097.6116820167,133111.70381887286,12.189459393986294,0.0073561876506288,347556.06423773605,119584.39309409854,12.305813740571985,0.0090533276261251,2023-11-12 04:17:44,11.769792234136986,0.5884468373434295,11.40015755876784,0.5900750287717322,11.370150333143696,0.6033318218295758,11.376272982524366,0.6197951199583542,11.398592419703332,0.640458587218319,11.436759774001745,0.667153090639701,11.485950201749668,0.7035091922366252,11.545587149158598,0.760226591413387,2023-11-12 04:17:44,2460260.6789814816,196791.9381986397,-82844.55097294033,274211.79016914923,-114290.24953624135,281569.5841942332,-119161.68897145841,279994.2885034384,-120929.97370349217,274447.1992000116,-121557.01734448073,265706.50079991005,-121682.50555355204,45430.7804276009
13776,2,3,1091.249857015716,840.6745112380288,122154.62595331592,398.8170107492867,181258.4170067545,502.015858776024,210957.62519641023,566.52675008027,245913.99676214487,639.6718682720499,288906.88745090674,721.2327906244045,339466.0878670962,808.3036032735608,398361.6359411832,899.8203025255458,466189.2482358683,994.9306350823496,2023-11-12T04:17:54.0000,,5430.563503714626,116724.0624496013,12.332099014302484,0.0037157162806693,21722.254014858503,159536.16299189607,11.9928521434656,0.0034220595266958,48875.071533431634,162082.55366297858,11.975659323700178,0.0038011360679407,86889.01605943401,159024.98070271086,11.996336621129975,0.0043744269213044,135764.08759286563,153142.7998580411,12.037258542775737,0.0051216293585535,195500.2861337265,143965.80173336968,12.104351649664082,0.0061058262307877,266097.6116820167,132264.02425916644,12.196395669017308,0.0073984939175832,347556.06423773605,118633.18399813224,12.314484533511118,0.0091204419302198,2023-11-12 04:17:54,11.741517814161124,0.5905812001413597,11.393135661759256,0.5997164817063432,11.364902547368668,0.6107567763315096,11.370621713783647,0.6257149073463282,11.393292220197113,0.6439663225786241,11.429352422434889,0.6749992272291934,11.47534138573332,0.7210542832839888,11.537576190964725,0.7769083425463936,2023-11-12 04:17:54,2460260.679097222,195921.9552776508,-79197.89282804949,275382.90469635284,-115846.74170445677,283099.99829043937,-121017.44462746079,281508.0425760712,-122483.06187336036,275780.16818591685,-122637.36832787574,266253.9689721481,-122288.1672387784,44825.11874237453
13793,2,3,1091.249857015716,840.6745112380288,125779.83992645866,404.4583111430792,183834.68414828664,505.2130802800191,212868.5207031445,568.6309680583242,247117.8307718973,640.8470109894412,289376.4446733708,721.6395810574408,340070.03197181434,808.7704531911407,399381.43232426,900.5283577423068,467578.7834024644,995.803137382414,2023-11-12T04:18:04.0000,,5430.563503714626,120349.27642274403,12.298891291236275,0.0036547657488447,21722.254014858503,162112.43013342813,11.975459209772756,0.0033891245992199,48875.071533431634,163993.44916971284,11.962933749488489,0.0037707980464724,86889.01605943401,160228.8147124633,11.988148449947174,0.0043495367902562,135764.08759286563,153612.35708050517,12.03393461707611,0.0051088536060199,195500.2861337265,144569.74583808784,12.09980645623272,0.0060838307679561,266097.6116820167,133283.8206422433,12.18805641626764,0.0073476629370749,347556.06423773605,120022.7191647283,12.301841345839913,0.0090227576865432,2023-11-12 04:18:04,11.72193408240777,0.5769572088285049,11.394618768850933,0.5808404409218237,11.37126324285683,0.5916705066316581,11.379023121615946,0.6091253283312277,11.402020123480398,0.631914493595712,11.437404829367155,0.6624016268655648,11.483686178198486,0.7043702380691546,11.546936351229284,0.7549049946106283,2023-11-12 04:18:04,2460260.6792129627,204751.158179995,-84401.88175725096,276791.33635434386,-114678.90622091573,282809.9616161365,-118816.51244642364,280795.89297613845,-120567.07826367515,274910.89429654763,-121298.53721604246,266095.8296919535,-121526.08385386565,45587.20212728728
13813,2,3,1091.249857015716,840.6745112380288,124738.34610171344,402.8456995972697,182501.63381618657,503.5612604021986,212519.567841506,568.2472934229738,247716.4654655006,641.4305765682947,290304.0665207406,722.4425319157931,341355.7829774745,809.7634429446334,401105.958164254,901.72444712424,469402.57472082623,996.9471529245444,2023-11-12T04:18:14.0000,,5430.563503714626,119307.7825979988,12.308328064564202,0.0036719708368746,21722.254014858503,160779.37980132806,11.984424127351003,0.0034060516427173,48875.071533431634,163644.4963080744,11.965246490757448,0.0037762891239196,86889.01605943401,160827.4494060666,11.98409956390358,0.0043372928849775,135764.08759286563,154539.978927875,12.027397878271804,0.0050838382333745,195500.2861337265,145855.496843748,12.090192997536231,0.0060376040893794,266097.6116820167,135008.34648223728,12.17409845433416,0.0072634423115213,347556.06423773605,121846.51048309018,12.285467259748389,0.0088979161118931,2023-11-12 04:18:14,11.71798529268444,0.5903427718797616,11.394955014989632,0.5894691123613711,11.369716840533076,0.5955296502243712,11.373312322194652,0.6107872417089286,11.394601981777337,0.6327958964944678,11.429888527419475,0.6603044701167562,11.479537660880668,0.6945607934534923,11.541224209560289,0.7442430501880999,2023-11-12 04:18:14,2460260.679328704,205497.18776788824,-86189.40516988945,276705.6289720765,-115926.24917074846,283213.0517734876,-119568.5554654132,282276.72568540665,-121449.27627934006,276795.6159873111,-122255.63705943612,267944.34092616825,-122088.84408242026,45024.44189873268
13833,2,3,1091.249857015716,840.6745112380288,125245.42634812246,403.6316500900502,183150.3696648212,504.3658038728032,212363.6290144086,568.075755238916,247131.90898431,640.8607412048257,289857.3662618267,722.0559794282448,341007.4973177259,809.4945816530798,400188.11771010887,901.0880531342629,468649.58017538494,996.4749792887316,2023-11-12T04:18:24.0000,,5430.563503714626,119814.86284440783,12.303723262651866,0.0036635640107767,21722.254014858503,161428.1156499627,11.980052056806958,0.0033977836481782,48875.071533431634,163488.55748097698,11.966281595227448,0.0037787499831246,86889.01605943401,160242.89292487598,11.9880530579075,0.0043492478408198,135764.08759286563,154093.27866896108,12.030540760449934,0.0050958476866154,195500.2861337265,145507.2111839994,12.092788707420032,0.0060500462512096,266097.6116820167,134090.50602809218,12.181504925720995,0.007307998804764,347556.06423773605,121093.51593764887,12.292197777317648,0.0089490054986468,2023-11-12 04:18:24,11.743672064279837,0.5600511983720295,11.395628562786666,0.5844234940202924,11.368690138013267,0.5975914572141807,11.373888863621078,0.6141641942864222,11.397850632552087,0.6326901278978472,11.432871809878636,0.6599168975413967,11.481649367188655,0.6998555585323398,11.539626195425786,0.7525715818918624,2023-11-12 04:18:24,2460260.6794444444,200692.5144846811,-80877.65164027327,276534.02497813845,-115105.90932817574,283480.9926220267,-119992.43514104973,282126.8725044467,-121883.97957957073,275968.64866825845,-121875.36999929737,267209.1195528024,-121701.90836880301,45411.37761234993
13856,2,3,1091.249857015716,840.6745112380288,121104.46095787114,397.16785192518097,182616.18309392527,503.7034147543909,212597.31922202616,568.3328038945424,247105.8666435049,640.8353425029197,289479.9224857439,721.7291957276311,340506.00569580984,809.1072936870316,400064.139374156,901.002056811778,468360.57593299536,996.2936960136196,2023-11-12T04:18:34.0000,,5430.563503714626,115673.89745415653,12.341911578216324,0.0037339455873336,21722.254014858503,160893.92907906676,11.9836508564585,0.0034045875234746,48875.071533431634,163722.24768859457,11.964730754251304,0.0037750637617123,86889.01605943401,160216.85058407093,11.988229523831247,0.0043497823882528,135764.08759286563,153715.83489287825,12.033203479390322,0.0051060484490798,195500.2861337265,145005.71956208334,12.096537168114931,0.0060680653462632,266097.6116820167,133966.52769213932,12.18250924764219,0.0073140638461162,347556.06423773605,120804.51169525932,12.294792114457628,0.0089687825331223,2023-11-12 04:18:34,11.764851199105449,0.5770603791108755,11.406646411034142,0.5770044454243575,11.380303679150655,0.5844270751006491,11.386919561906016,0.6013099619252316,11.410056264695722,0.6231472146945993,11.447758996311354,0.6487781718035777,11.49446869155302,0.6880405560891703,11.556497000987235,0.738295113470393,2023-11-12 04:18:34,2460260.6795601854,200692.5144846811,-85018.61703052458,276534.02497813845,-115640.09589907169,283480.9926220267,-119758.74493343214,282126.8725044467,-121910.02192037579,275968.64866825845,-122252.8137753802,267209.1195528024,-122203.39999071907,44909.88599043386
13877,2,3,1091.249857015716,840.6745112380288,120710.33580950764,396.54715122268,181852.6927410068,502.75517360534377,210977.1462482629,566.5482831091106,246000.0977437038,639.7559865697363,288675.07557363634,721.0318790482214,339444.3868297694,808.2868218087085,399017.2638809284,900.2755741911371,467287.3905095702,995.6202312067456,2023-11-12T04:18:44.0000,,5430.563503714626,115279.77230579304,12.345617224968931,0.0037408559917236,21722.254014858503,160130.43872614828,11.988815266168224,0.0034143805240604,48875.071533431634,162102.07471483125,11.97552856665051,0.0038008227776543,86889.01605943401,159111.0816842698,11.995748929470473,0.0043726346903678,135764.08759286563,152910.9879807707,12.038903264102352,0.0051279648298626,195500.2861337265,143944.1006960429,12.104515323103255,0.0061066199619609,266097.6116820167,132919.6521989117,12.191027009445758,0.0073657256149582,347556.06423773605,119731.32627183414,12.304480516902297,0.0090430552734304,2023-11-12 04:18:44,11.76550810924578,0.5801091157231522,11.40162460516036,0.587190661007865,11.375650916506917,0.5998776501435934,11.381762670197624,0.6139862592728491,11.402729622079812,0.6361736420225395,11.437266977807784,0.6672483452954712,11.488093717987786,0.7029332914579722,11.549251673380564,0.7552288435217331,2023-11-12 04:18:44,2460260.679675926,196815.6008360176,-81535.82853022456,273741.99976962525,-113611.56104347698,280464.9071160242,-118362.83240119292,278761.1036245013,-119650.02194023153,272883.6366204731,-119972.64863970241,263570.25786907866,-119626.15717303575,47487.12880811718
13896,2,3,1091.249857015716,840.6745112380288,125230.2201665183,403.6081020273248,183600.8492094646,504.9237187451198,212422.4558919167,568.1404718961218,247667.0304171345,641.3824050423328,290070.99827822205,722.2408707360985,341121.071503383,809.5822645893277,400837.85571692593,901.53860148237,468744.5674661936,996.5345535276012,2023-11-12T04:18:54.0000,,5430.563503714626,119799.65666280368,12.303861066504156,0.0036638152660999,21722.254014858503,161878.59519460608,11.977026432832972,0.0033920762870174,48875.071533431634,163547.38435848503,11.965890993074956,0.0037778211226707,86889.01605943401,160778.01435770057,11.98443334817198,0.0043383006580223,135764.08759286563,154306.91068535642,12.029036558702968,0.0050900957282922,195500.2861337265,145620.78536965649,12.091941577545825,0.0060459824502797,266097.6116820167,134740.24403490924,12.176256676024506,0.0072763949340782,347556.06423773605,121188.5032284576,12.29134644591252,0.0089425258839799,2023-11-12 04:18:54,11.730683904160855,0.5731771623433009,11.395277710105235,0.5817487227277365,11.36948155767113,0.5964094354038263,11.374316098740776,0.6101172494312035,11.398154131257405,0.6308824274455631,11.434889057517497,0.6570525200283281,11.482318458365528,0.6939382176589781,11.54041213910401,0.7509343068085101,2023-11-12 04:18:54,2460260.6797916666,196696.5562111394,-76896.89954833571,275011.0586843782,-113132.46348977214,281669.377126524,-118121.99276803897,280088.2769777411,-119310.26262004054,274731.306310109,-120424.39562475256,266129.6169541528,-120508.83158449634,46604.4543966566
13918,2,3,1091.249857015716,840.6745112380288,120036.44723378804,395.48360897412766,181193.58233847184,501.9351339123114,210541.9829754397,566.0680215374816,245331.38909668903,639.1023693251198,287786.14156470814,720.260928741501,338624.36535652715,807.6525004494234,397880.2448904704,899.4858738089031,465943.5117216476,994.7762549335624,2023-11-12T04:19:04.0000,,5430.563503714626,114605.8837300734,12.35198271408234,0.0037527604234729,21722.254014858503,159471.32832361333,11.993293470704389,0.0034229003035701,48875.071533431634,161666.91144200804,11.978447146409485,0.0038078229362526,86889.01605943401,158442.37303725505,12.000321654162365,0.0043866032382489,135764.08759286563,152022.0539718425,12.04523351001466,0.005152435054926,195500.2861337265,143124.07922280065,12.110718235763771,0.006136787736964,266097.6116820167,131782.6332084537,12.200354547167825,0.0074227602222811,347556.06423773605,118387.44748391151,12.316735857577283,0.0091379550808143,2023-11-12 04:19:04,11.777648057152366,0.5743346569299739,11.409366667272971,0.5839268034314173,11.381865764849392,0.5965813815600924,11.384913329486302,0.6154083246760624,11.41103106446516,0.6342024455494997,11.44824251550313,0.662475720260641,11.497205233584598,0.7031493135832267,11.55677401155728,0.759961846020003,2023-11-12 04:19:04,2460260.679907408,194509.4819365299,-79903.59820645649,273057.011722899,-113585.68339928566,280061.68282680993,-118394.77138480189,279276.6769116774,-120834.30387442236,272638.745157,-120616.69118515751,263452.906246727,-120328.82702392634,46784.4589572266
13935,2,3,1091.249857015716,840.6745112380288,122487.20216320951,399.3378622761151,181390.3448199565,502.1800789691907,210519.7438640716,566.0434667537035,244763.0993813508,638.5463777966041,287020.9479659893,719.5966324443299,338311.2613062395,807.4101692834817,397530.11104878894,899.2425537969384,466039.7265501448,994.8367036934608,2023-11-12T04:19:14.0000,,5430.563503714626,117056.6386594949,12.3290098775705,0.0037099982555329,21722.254014858503,159668.090805098,11.991954669138993,0.0034203505103948,48875.071533431634,161644.67233063997,11.97859651197276,0.0038081816197165,86889.01605943401,157874.08332191673,12.004222895278216,0.0043985635339388,135764.08759286563,151256.86037312372,12.05071229615777,0.0051737245891047,195500.2861337265,142810.97517251302,12.11309603823256,0.0061483969144185,266097.6116820167,131432.49936677224,12.203243083316416,0.0074405210428601,347556.06423773605,118483.6623124088,12.315853825753573,0.009131089419012,2023-11-12 04:19:14,11.763129197675164,0.5658806798953364,11.401227935985805,0.590726733153188,11.376067120248797,0.602529391723964,11.38206124573894,0.6221616495392759,11.405409805774596,0.6453024903831732,11.44275624650643,0.6703397917261302,11.49176563093806,0.7114774523783556,11.55292087013336,0.7629329556202133,2023-11-12 04:19:14,2460260.680023148,194509.4819365299,-77452.84327703499,273057.011722899,-113388.92091780098,280061.68282680993,-118417.01049616997,279276.6769116774,-121402.59358976068,272638.745157,-121381.8847838763,263452.906246727,-120641.93107421396,46471.35490693897
13952,2,3,1091.249857015716,840.6745112380288,124005.6722239548,401.7073740601745,182368.1313003696,503.3955340215097,211561.0268145146,567.1920387031681,246050.0670660525,639.8048020545414,288861.7698257768,721.1936904937234,339338.3131075543,808.2047975728054,398989.4431026315,900.256259833348,468016.6698761633,996.0779305284605,2023-11-12T04:19:24.0000,,5430.563503714626,118575.10872024015,12.31501617118994,0.0036842198502312,21722.254014858503,160645.87728551106,11.985326038572904,0.003407760301719,48875.071533431634,162685.95528108295,11.9716248454883,0.0037914848950788,86889.01605943401,159161.05100661857,11.99540800422271,0.0043715954238413,135764.08759286563,153097.68223291115,12.037578460241228,0.0051228609536932,195500.2861337265,143838.02697382777,12.105315706968163,0.0061105031531081,266097.6116820167,132891.8314206148,12.191254283496828,0.0073671095665018,347556.06423773605,120460.60563842724,12.297887394156213,0.0089924398412965,2023-11-12 04:19:24,11.735150904124474,0.5798652670654665,11.399610619061466,0.5857154195114376,11.376020194273435,0.5956046512148649,11.383467189396184,0.6119408148265268,11.408619631846108,0.6289588283951204,11.445158052880783,0.6601576540873797,11.489852458693008,0.7014018248038205,11.549944976235128,0.7479424179210845,2023-11-12 04:19:24,2460260.680138889,202273.80231615275,-83698.6935959126,275521.6638052621,-114875.78651975107,281573.59276241576,-118887.63748133281,279648.905713382,-120487.85470676344,273244.951897825,-120147.26966491385,264202.412437191,-120364.38546336323,46748.900517789705
13973,2,3,1091.249857015716,840.6745112380288,123720.76643694614,401.2638573902651,181370.8632727569,502.1558319428662,210559.30620059423,566.0871479486401,245273.98430093803,639.0462286918997,288257.7384946211,720.6700363929995,339061.19650166976,807.9904703918419,398617.3920712572,899.9979285786983,466770.2534952439,995.2955466391304,2023-11-12T04:19:34.0000,,5430.563503714626,118290.20293323151,12.317628057877092,0.0036890159463013,21722.254014858503,159648.6092578984,11.99208715091111,0.0034206027210403,48875.071533431634,161684.23466716264,11.97833081187362,0.0038075436028839,86889.01605943401,158384.96824150402,12.000715095369202,0.0043878076399445,135764.08759286563,152493.6509017555,12.041870594657478,0.0051394183295034,195500.2861337265,143560.91036794326,12.107409490807278,0.0061206747317153,266097.6116820167,132519.78038924048,12.19429823124738,0.0073856728743024,347556.06423773605,119214.18925750784,12.309180125971544,0.0090793211253742,2023-11-12 04:19:34,11.724211869984448,0.5934161878926449,11.397362035067069,0.5947251158440423,11.370290255716624,0.6080405561569968,11.376138336960214,0.6245767584089883,11.401543276912626,0.6403273177448519,11.437934399908976,0.6694750908983025,11.485742906309362,0.7085553249380183,11.548774915605106,0.7604052103664376,2023-11-12 04:19:34,2460260.68025463,204322.05692065027,-86031.85398741876,276092.8666238793,-116444.25736598088,283063.5165671435,-121379.28189998085,281542.9554392725,-123157.9871977685,275031.6594574887,-122538.00855573319,265966.0724346332,-122405.16206668995,44708.12391446298
13996,2,3,1091.249857015716,840.6745112380288,121453.96924628744,397.7174699454921,180863.9622942477,501.5245281823503,209948.7382573657,565.4126350813029,244465.5671246156,638.2550901647935,286643.0621783794,719.2683470068871,337399.1092858005,806.7037807965906,397947.2369296912,899.5324209947106,465808.1888666965,994.691230105767,2023-11-12T04:19:44.0000,,5430.563503714626,116023.4057425728,12.338635976082076,0.0037278490990462,21722.254014858503,159141.7082793892,11.99553996097561,0.003427184050587,48875.071533431634,161073.66672393406,11.982438637022716,0.0038174225070866,86889.01605943401,157576.55106518153,12.006271023281784,0.0044048585012315,135764.08759286563,150878.97458551376,12.0534281904499,0.0051843163006563,195500.2861337265,141898.82315207398,12.12005301594898,0.0061825062543055,266097.6116820167,131849.62524767447,12.199802750628177,0.0074193726830406,347556.06423773605,118252.12462896045,12.317977618941669,0.0091476302530221,2023-11-12 04:19:44,11.723712930122437,0.6149230459596389,11.390886165838028,0.6046537951375814,11.36622731252141,0.6162113245013057,11.372602113228956,0.6336689100528279,11.396285918575156,0.6571422718747435,11.433377470263688,0.6866755456852918,11.480426906934992,0.7193758436931841,11.539335564070532,0.7786420548711366,2023-11-12 04:19:44,2460260.6803703704,204322.05692065027,-88298.65117807747,276092.8666238793,-116951.1583444901,283063.5165671435,-121989.84984320943,281542.9554392725,-123966.40437409098,275031.6594574887,-124152.68487197493,265966.0724346332,-124067.24928255923,43046.0366985937
14016,2,3,1091.249857015716,840.6745112380288,120559.85606357022,396.3099122073796,180804.87574850777,501.4508912770571,210264.2371339582,565.7612780489084,245289.62773290183,639.0615288889062,287066.7315936984,719.636396919893,337385.94657796307,806.693584379717,396234.0747083671,898.3413192830309,464809.78930329136,994.0637031614772,2023-11-12T04:19:54.0000,,5430.563503714626,115129.2925598556,12.347035409896437,0.0037435045412222,21722.254014858503,159082.62173364926,11.995943150779851,0.0034279535899077,48875.071533431634,161389.16560052655,11.98031405937938,0.0038123091323311,86889.01605943401,158400.61167346782,12.000607864222708,0.0043874793495074,135764.08759286563,151302.64400083275,12.050383706628438,0.0051724448493185,195500.2861337265,141885.66044423656,12.120153734834531,0.0061830016526421,266097.6116820167,130136.46302635036,12.214002502784666,0.0075070903419472,347556.06423773605,117253.7250655553,12.327183377934814,0.0092197009227954,2023-11-12 04:19:54,11.751951436679196,0.5950839732172408,11.398051077770695,0.5978920730091559,11.37146177579589,0.6088522835834898,11.37654736653662,0.624060497686088,11.397218410678922,0.6531652959495151,11.433198803635108,0.6869549311994234,11.481237151178824,0.7327653516058419,11.539769792983652,0.7874135849511621,2023-11-12 04:19:54,2460260.680486111,204415.97277776783,-89286.68021791223,277744.54222676106,-118661.9204931118,284124.75549013773,-122735.58988961118,282461.4308126545,-124060.81913918667,276366.6489406788,-125064.00493984605,267084.7011107266,-125199.04066649001,41914.24531466293
